OrderId,CustomerId,OrderDate,OrderAmount,Currency
74,CUST0681,2024-06-25,247.47,AUD
75,CUST2983,2025-05-26,244.45,GBP
76,CUST1553,2025-12-09,452.61,AUD
77,CUST4376,2024-09-14,446.85,EUR
78,CUST1986,2024-03-01,386.49,USD
79,CUST3404,2025-10-07,499.99,AUD
80,CUST0715,2024-04-09,497.73,JPY
81,CUST2658,2024-11-30,490.55,EUR
82,CUST3944,2025-11-17,88.61,USD
83,CUST4189,2025-11-07,150.17,JPY
84,CUST1152,2025-01-18,381.32,JPY
85,CUST2072,2024-10-02,204.18,USD
86,CUST0739,2024-10-23,83.78,EUR
87,CUST1291,2024-06-05,39.71,EUR
88,CUST1047,2024-05-20,43.46,JPY
89,CUST0402,2025-03-07,487.39,USD
90,CUST3237,2025-09-14,319.26,EUR
91,CUST4934,2024-04-28,349.17,EUR
92,CUST0547,2025-04-22,201.8,GBP
93,CUST1376,2025-09-08,410.74,JPY
94,CUST3475,2025-11-21,472.02,GBP
95,CUST0208,2024-10-10,475.09,EUR
96,CUST4681,2024-05-09,279.84,AUD
97,CUST0864,2024-06-06,109.01,AUD
98,CUST0907,2024-01-04,130.41,GBP
99,CUST4351,2024-12-08,411.36,GBP
100,CUST0339,2025-09-01,307.75,GBP
101,CUST0968,2024-10-01,264.1,GBP
102,CUST3032,2024-03-09,-69,USD
103,CUST1902,2024-05-07,481.6,EUR
104,CUST0834,2024-10-15,129.29,AUD
105,CUST3261,2025-06-15,44.3,USD
106,CUST4203,2024-08-28,366.67,EUR
107,CUST0215,2026-01-04,158.76,EUR
108,CUST0898,2024-07-13,26.57,EUR
109,CUST3466,2024-01-19,200.93,JPY
110,CUST1470,2024-10-15,330.97,AUD
111,CUST1715,2024-08-12,372.84,USD
112,CUST4656,2025-07-03,258.51,GBP
113,CUST2073,2025-07-25,234.82,AUD
114,CUST4164,2025-12-14,400.63,USD
115,CUST0233,2025-10-13,470.58,USD
116,CUST1626,2025-11-18,155.04,USD
117,CUST0382,2025-01-13,352.21,USD
118,CUST1159,2025-11-17,406.02,AUD
119,CUST2358,2024-04-02,217.73,USD
120,CUST4325,2024-03-09,282.42,GBP
121,CUST2931,2025-04-04,141.42,EUR
122,CUST4616,2024-01-29,412.74,GBP
123,CUST0183,2024-09-20,288.32,AUD
124,CUST4398,2024-10-12,96.92,AUD
125,CUST2093,2025-09-07,256.3,AUD
126,CUST1864,2025-08-29,101.19,USD
127,CUST3174,2025-08-29,258.03,JPY
128,CUST3429,2025-13-01,323.67,JPY
129,CUST1280,2024-04-26,252.5,USD
130,CUST3952,2025-02-11,351.41,AUD
131,CUST1174,2024-11-05,188.15,GBP
132,CUST2228,2024-06-22,-35,GBP
133,CUST1101,2024-12-08,379.3,JPY
134,CUST3768,2024-07-03,-64,AUD
135,CUST3762,2025-11-01,496.0,AUD
136,CUST1619,2025-08-30,273.59,GBP
137,CUST0598,2024-10-20,36.61,AUD
138,CUST3123,2025-02-11,355.66,JPY
139,CUST2336,2024-11-10,403.1,EUR
140,CUST3680,2024-11-29,244.78,AUD
141,CUST2567,2025-13-01,198.11,JPY
142,CUST3287,2024-03-15,280.75,AUD
143,CUST3208,2025-06-26,406.1,GBP
144,CUST2772,2024-12-24,181.28,EUR
145,CUST2035,2025-05-25,268.51,GBP
146,CUST0008,2025-04-17,84.03,EUR
147,CUST1712,2024-06-24,233.53,AUD
148,CUST2546,2025-07-30,135.51,AUD
149,CUST2780,2024-02-05,274.0,USD
150,CUST2296,2025-02-23,42.78,USD
151,CUST3494,2024-07-24,297.87,GBP
152,CUST0944,2025-11-19,64.42,USD
153,CUST0241,2024-09-21,138.93,AUD
154,CUST2900,2025-07-02,243.2,EUR
155,CUST3601,2024-10-06,231.16,USD
156,CUST0514,2025-06-17,220.02,GBP
157,CUST2364,2025-09-08,122.13,JPY
158,CUST4383,2025-03-14,351.89,JPY
159,CUST1039,2025-02-28,378.55,GBP
160,CUST1896,2024-05-17,425.56,AUD
161,CUST3572,2025-01-26,83.98,USD
162,CUST4272,2024-09-26,141.62,USD
163,CUST0077,2025-01-31,188.72,EUR
164,CUST1965,2024-02-03,97.01,USD
165,CUST2269,2024-10-01,268.81,JPY
166,CUST3712,2024-02-18,-69,USD
167,CUST3122,2025-13-01,421.57,JPY
168,CUST2549,2024-08-29,400.03,JPY
169,CUST2440,2024-04-25,32.89,USD
170,CUST1276,2025-10-27,114.57,USD
171,CUST3151,2025-11-19,22.54,JPY
172,CUST1245,2025-02-13,73.95,GBP
173,CUST4877,2025-04-05,281.62,USD
174,CUST4262,2025-09-22,163.43,GBP
175,CUST0912,2025-09-09,492.55,AUD
176,CUST1708,2024-10-19,175.39,AUD
177,CUST4706,2025-06-21,482.04,GBP
178,CUST4602,2024-01-16,56.29,USD
179,CUST1903,2024-09-28,298.05,USD
180,CUST2066,2024-08-11,178.59,EUR
181,CUST2086,2025-11-20,381.23,JPY
182,CUST1891,2025-09-05,297.18,AUD
183,CUST3033,2024-03-12,262.15,GBP
184,CUST2361,2025-08-27,35.2,GBP
185,CUST3158,2024-03-13,363.0,JPY
186,CUST3287,2025-04-26,334.22,USD
187,CUST2125,2024-01-22,454.74,GBP
188,CUST1163,2025-07-29,108.99,AUD
189,CUST3529,2024-06-18,479.81,GBP
190,CUST2840,2024-09-28,294.42,EUR
191,CUST0818,2024-04-20,308.55,EUR
192,CUST1640,2024-10-10,493.57,AUD
193,CUST2429,2024-01-25,125.85,USD
194,CUST1217,2025-01-28,452.8,GBP
195,CUST2045,2024-06-03,485.6,JPY
196,CUST4184,2025-04-09,120.32,GBP
197,CUST3592,2024-03-01,298.43,GBP
198,CUST4033,2025-11-20,153.9,AUD
199,CUST2619,2025-02-06,249.57,JPY
200,CUST3629,2024-02-09,62.82,GBP
201,CUST4760,2025-03-30,63.55,EUR
202,CUST2130,2024-08-08,77.84,USD
203,CUST4336,2025-07-31,192.39,USD
204,CUST3502,2025-09-11,323.0,EUR
205,CUST2351,2025-07-26,70.7,EUR
206,CUST1057,2024-07-02,42.39,USD
207,CUST4881,2025-13-01,339.09,GBP
208,CUST3325,2024-08-15,485.17,EUR
209,CUST2978,2024-12-18,158.68,EUR
210,CUST4276,2024-09-01,185.63,EUR
211,CUST1950,2024-07-26,300.42,EUR
212,CUST3560,2024-06-23,16.13,EUR
213,CUST2931,2024-10-13,-94,JPY
214,CUST0617,2025-02-18,446.19,EUR
215,CUST3166,2025-08-06,158.45,EUR
216,CUST0882,2024-04-18,218.07,AUD
217,CUST3654,2025-01-18,332.1,USD
218,CUST4948,2024-09-27,182.13,EUR
219,CUST3243,2025-08-10,408.7,JPY
220,CUST1168,2024-02-04,182.39,AUD
221,CUST3582,2025-01-15,116.69,GBP
222,CUST2968,2025-07-16,311.28,GBP
223,CUST2776,2024-11-10,165.8,USD
224,CUST2616,2025-09-03,124.12,AUD
225,CUST0734,2024-01-14,265.61,JPY
226,CUST0607,2025-10-30,443.82,EUR
227,CUST2178,2025-03-20,357.94,JPY
228,CUST1264,2025-11-20,142.67,EUR
229,CUST4195,2025-06-12,-57,AUD
230,CUST2525,2025-11-15,202.5,GBP
231,CUST0721,2025-06-08,93.06,AUD
232,CUST1932,2025-04-09,199.06,USD
233,CUST4143,2024-04-21,31.15,EUR
234,CUST0869,2024-07-29,277.83,JPY
235,CUST0426,2025-06-14,66.17,EUR
236,CUST1293,2024-08-07,280.23,EUR
237,CUST4521,2024-09-03,-69,AUD
238,CUST0610,2024-02-29,56.63,GBP
239,CUST4063,2024-06-19,401.59,GBP
240,CUST4987,2025-12-02,144.64,EUR
241,CUST4900,2025-10-14,75.43,USD
242,CUST4514,2024-02-16,240.11,GBP
243,CUST3045,2025-04-25,476.43,GBP
244,CUST1849,2024-03-29,242.48,EUR
245,CUST4164,2024-11-12,458.96,GBP
246,CUST4051,2024-10-26,477.89,USD
247,CUST0951,2025-05-13,-51,AUD
248,CUST2524,2024-03-25,143.64,USD
249,CUST2544,2025-02-19,112.64,USD
250,CUST4824,2024-06-08,329.71,AUD
251,CUST4741,2025-10-20,296.7,AUD
252,CUST3074,2025-01-10,128.21,GBP
253,CUST3758,2024-03-24,81.35,GBP
254,CUST1004,2025-02-14,208.71,USD
255,CUST2162,2025-04-05,230.73,GBP
256,CUST2596,2025-01-30,465.03,AUD
257,CUST1597,2025-02-13,-38,JPY
258,CUST0683,2024-09-30,393.51,USD
259,CUST3658,2024-07-04,389.36,USD
260,CUST1362,2024-01-05,335.39,EUR
261,CUST0985,2025-09-11,426.65,AUD
262,CUST1057,2025-12-17,340.18,AUD
263,CUST4509,2025-01-20,389.45,USD
264,CUST1784,2024-09-01,200.95,USD
265,CUST4892,2025-10-13,458.43,GBP
266,CUST0134,2025-01-03,181.18,JPY
267,CUST3773,2025-05-08,131.63,GBP
268,CUST1528,2025-04-30,-56,USD
269,CUST0506,2025-12-14,436.19,USD
270,CUST2245,2024-04-23,440.22,GBP
271,CUST3172,2024-08-26,317.38,EUR
272,CUST3156,2024-09-02,396.73,AUD
273,CUST3940,2024-05-07,149.38,USD
274,CUST0768,2024-02-29,155.84,JPY
275,CUST3740,2026-01-07,155.45,USD
276,CUST0848,2025-09-22,248.52,AUD
277,CUST0915,2024-05-03,261.09,EUR
278,CUST1131,2024-10-12,41.72,USD
279,CUST1839,2024-03-30,270.49,JPY
280,CUST0153,2024-12-01,171.04,USD
281,CUST0375,2024-03-02,250.99,JPY
282,CUST1796,2024-08-10,462.64,JPY
283,CUST1140,2025-07-26,309.7,EUR
284,CUST2707,2024-03-06,207.64,JPY
285,CUST3415,2025-08-31,460.81,USD
286,CUST3492,2024-09-05,450.12,JPY
287,CUST2398,2024-04-20,231.37,EUR
288,CUST2170,2024-12-24,416.44,GBP
289,CUST0596,2025-03-21,426.43,GBP
290,CUST0967,2024-11-06,451.46,JPY
291,CUST2373,2025-11-22,425.6,EUR
292,CUST3941,2024-11-01,354.43,AUD
293,CUST1542,2024-05-23,-19,GBP
294,CUST0896,2025-09-27,239.75,AUD
295,CUST2138,2025-13-01,90.72,JPY
296,CUST3016,2024-11-25,369.56,USD
297,CUST2081,2025-04-01,102.19,JPY
298,CUST3477,2025-12-17,499.15,AUD
299,CUST1744,2024-08-23,311.8,JPY
300,CUST3885,2025-07-20,63.73,GBP
301,CUST3767,2025-08-15,308.97,EUR
302,CUST0001,2025-01-04,459.72,GBP
303,CUST3038,2024-10-08,251.91,USD
304,CUST1684,2025-05-04,43.76,JPY
305,CUST4667,2024-06-04,287.09,JPY
306,CUST2213,2024-01-23,400.43,EUR
307,CUST0958,2025-09-27,-24,USD
308,CUST1241,2025-09-22,362.97,USD
309,CUST2867,2025-02-28,109.91,JPY
310,CUST0262,2025-04-12,90.08,USD
311,CUST0981,2025-07-15,107.07,GBP
312,CUST4170,2025-13-01,-69,AUD
313,CUST3520,2025-06-18,173.76,AUD
314,CUST3119,2025-07-22,179.17,USD
315,CUST1596,2024-09-30,151.54,GBP
316,CUST2258,2024-07-20,192.19,AUD
317,CUST3255,2024-04-09,491.85,GBP
318,CUST1692,2024-09-22,108.05,JPY
319,CUST4983,2024-04-23,170.54,AUD
320,CUST2924,2024-01-21,370.97,GBP
321,CUST4346,2024-01-21,453.67,USD
322,CUST0109,2025-05-03,157.79,AUD
323,CUST0211,2024-05-09,273.44,EUR
324,CUST4964,2024-06-14,270.08,GBP
325,CUST0161,2025-12-07,268.98,EUR
326,CUST3346,2024-09-09,353.23,JPY
327,CUST0387,2024-06-30,182.46,AUD
328,CUST3368,2025-07-01,351.35,EUR
329,CUST1006,2024-11-10,395.66,EUR
330,CUST3500,2024-03-10,400.2,USD
331,CUST3404,2025-13-01,481.13,JPY
332,CUST4790,2025-09-10,331.5,AUD
333,CUST2622,2025-05-31,382.29,USD
334,CUST1710,2024-03-07,167.8,USD
335,CUST1505,2025-07-09,71.08,AUD
336,CUST4432,2025-05-30,245.35,GBP
337,CUST0399,2024-10-24,193.92,USD
338,CUST4639,2024-12-29,16.16,AUD
339,CUST1560,2024-06-16,193.61,EUR
340,CUST0759,2025-08-09,43.93,AUD
341,CUST4399,2025-04-22,375.14,AUD
342,CUST1029,2024-03-24,-4,USD
343,CUST2072,2024-12-30,127.31,AUD
344,CUST1276,2025-10-12,64.76,GBP
345,CUST0727,2024-09-16,342.99,USD
346,CUST0415,2025-08-28,408.52,GBP
347,CUST1953,2024-09-28,421.09,GBP
348,CUST1228,2025-02-11,-78,JPY
349,CUST2351,2024-10-23,455.22,GBP
350,CUST2045,2025-10-28,349.13,JPY
351,CUST0227,2025-05-18,418.08,EUR
352,CUST0246,2025-08-14,413.35,GBP
353,CUST0699,2025-11-23,356.26,EUR
354,CUST0434,2025-08-27,13.12,JPY
355,CUST1038,2024-11-18,-58,EUR
356,CUST4262,2025-07-06,407.86,EUR
357,CUST3535,2025-03-18,355.97,AUD
358,CUST2066,2025-03-08,464.22,USD
359,CUST0998,2024-04-20,415.87,GBP
360,CUST4483,2024-02-09,269.12,JPY
361,CUST3129,2024-09-20,323.23,AUD
362,CUST4533,2024-07-26,142.83,JPY
363,CUST0053,2024-09-11,-22,AUD
364,CUST2167,2025-10-29,440.05,GBP
365,CUST3695,2025-01-19,243.9,USD
366,CUST2424,2024-07-31,133.97,AUD
367,CUST0941,2025-08-09,470.06,JPY
368,CUST3626,2025-01-01,203.23,JPY
369,CUST2292,2024-05-20,49.17,USD
370,CUST1361,2025-05-14,458.92,EUR
371,CUST2571,2024-02-21,431.62,EUR
372,CUST1435,2025-04-20,295.49,JPY
373,CUST2808,2025-09-16,308.87,USD
374,CUST0721,2025-10-08,479.97,EUR
375,CUST4985,2024-01-01,442.4,USD
376,CUST0060,2024-04-15,160.1,JPY
377,CUST2407,2025-01-01,422.28,JPY
378,CUST0138,2025-03-29,36.86,JPY
379,CUST0264,2024-04-21,129.96,EUR
380,CUST0441,2025-09-21,64.24,GBP
381,CUST1478,2024-06-10,115.59,AUD
382,CUST4434,2024-02-10,427.89,JPY
383,CUST3732,2024-04-24,471.58,EUR
384,CUST1351,2025-08-21,444.24,JPY
385,CUST2038,2024-07-18,363.68,JPY
386,CUST0633,2024-03-01,303.14,USD
387,CUST2106,2024-11-25,215.87,JPY
388,CUST1869,2025-05-04,375.11,AUD
389,CUST1882,2026-01-10,110.69,EUR
390,CUST4903,2024-09-08,367.48,USD
391,CUST3072,2025-03-24,227.94,JPY
392,CUST3366,2024-12-24,50.33,JPY
393,CUST1831,2024-09-21,91.76,EUR
394,CUST1744,2024-07-10,261.28,JPY
395,CUST0083,2024-07-19,421.29,JPY
396,CUST3258,2024-07-01,208.9,EUR
397,CUST2612,2024-03-12,192.79,EUR
398,CUST1127,2025-12-12,162.96,EUR
399,CUST0753,2025-07-08,419.16,AUD
400,CUST2808,2025-10-26,328.36,JPY
401,CUST1856,2025-05-03,349.66,USD
402,CUST0088,2025-05-01,237.27,AUD
403,CUST0112,2025-06-14,88.3,EUR
404,CUST2128,2024-10-17,405.86,EUR
405,CUST1031,2025-01-07,-14,GBP
406,CUST4812,2025-01-11,329.54,JPY
407,CUST2544,2024-01-08,134.52,GBP
408,CUST1953,2025-08-14,14.94,JPY
409,CUST2029,2024-03-03,289.0,AUD
410,CUST0533,2025-03-21,224.32,AUD
411,CUST3162,2025-10-20,113.06,AUD
412,CUST0112,2024-07-01,-46,AUD
413,CUST3537,2025-04-15,246.05,JPY
414,CUST4543,2025-13-01,470.39,AUD
415,CUST1186,2025-13-01,298.81,AUD
416,CUST0605,2025-01-21,405.8,GBP
417,CUST3699,2025-02-08,-32,USD
418,CUST1273,2024-09-12,441.73,AUD
419,CUST3048,2024-05-14,169.24,AUD
420,CUST4228,2025-01-29,262.84,GBP
421,CUST1251,2024-09-09,291.55,GBP
422,CUST2005,2024-11-05,359.38,JPY
423,CUST2581,2025-01-01,87.39,EUR
424,CUST1365,2025-12-26,381.27,AUD
425,CUST2264,2024-07-28,449.01,EUR
426,CUST0647,2025-12-25,168.14,GBP
427,CUST2355,2024-09-02,240.69,USD
428,CUST3364,2025-02-22,430.56,AUD
429,CUST0590,2024-04-10,233.94,USD
430,CUST1280,2025-07-10,404.77,AUD
431,CUST4609,2024-02-08,267.04,GBP
432,CUST4836,2024-06-09,211.29,USD
433,CUST2250,2024-12-11,-16,JPY
434,CUST0949,2024-08-30,277.12,USD
435,CUST4714,2025-11-25,113.23,EUR
436,CUST3275,2024-01-12,402.95,USD
437,CUST0721,2024-10-28,22.3,JPY
438,CUST0471,2024-07-07,188.58,GBP
439,CUST3277,2025-08-14,197.04,JPY
440,CUST3077,2024-01-15,282.67,AUD
441,CUST4761,2025-12-09,359.4,AUD
442,CUST4291,2024-08-30,137.17,USD
443,CUST1895,2024-05-26,280.65,AUD
444,CUST2491,2024-08-30,198.94,JPY
445,CUST3690,2025-04-21,52.39,JPY
446,CUST1166,2024-01-01,143.65,USD
447,CUST0922,2024-10-21,44.4,AUD
448,CUST2413,2024-07-23,218.43,JPY
449,CUST3205,2025-08-12,244.79,AUD
450,CUST0448,2025-11-11,131.68,GBP
451,CUST3414,2024-01-02,149.52,USD
452,CUST1374,2024-12-10,294.01,USD
453,CUST2505,2025-11-22,103.83,USD
454,CUST0911,2025-01-14,373.13,JPY
455,CUST1810,2025-09-23,283.98,JPY
456,CUST1283,2024-02-16,482.36,EUR
457,CUST2164,2025-08-10,275.45,USD
458,CUST1720,2024-02-10,308.71,EUR
459,CUST3643,2025-03-01,181.83,AUD
460,CUST2381,2025-01-14,-60,AUD
461,CUST2612,2025-07-01,84.76,JPY
462,CUST0098,2024-06-21,378.31,USD
463,CUST0263,2025-03-19,206.86,JPY
464,CUST4042,2025-06-11,355.39,GBP
465,CUST1459,2025-05-24,228.4,GBP
466,CUST2661,2024-12-08,136.8,USD
467,CUST2902,2024-11-10,188.24,AUD
468,CUST2620,2024-06-14,371.29,AUD
469,CUST2993,2024-10-02,478.16,JPY
470,CUST0088,2025-03-10,335.61,AUD
471,CUST2737,2024-11-16,360.26,USD
472,CUST2614,2024-12-09,191.62,JPY
473,CUST1329,2025-10-26,359.43,AUD
474,CUST1398,2024-06-14,-65,EUR
475,CUST4675,2025-11-10,59.48,JPY
476,CUST0842,2025-10-29,38.15,USD
477,CUST2457,2025-08-27,426.8,GBP
478,CUST3524,2025-12-08,365.98,USD
479,CUST2690,2024-11-04,223.71,USD
480,CUST4476,2025-04-25,295.56,JPY
481,CUST4512,2025-11-26,162.44,EUR
482,CUST4883,2025-05-27,-81,GBP
483,CUST1068,2025-03-27,365.26,AUD
484,CUST3912,2025-05-02,216.17,GBP
485,CUST2985,2024-08-23,-31,JPY
486,CUST0312,2026-01-13,80.95,USD
487,CUST4093,2024-04-02,197.6,USD
488,CUST2941,2024-07-27,497.67,JPY
489,CUST2805,2024-09-07,436.66,EUR
490,CUST1047,2024-09-02,197.2,EUR
491,CUST1705,2025-05-03,427.6,GBP
492,CUST3611,2024-03-14,19.72,EUR
493,CUST2935,2025-11-12,207.83,EUR
494,CUST4834,2024-11-18,338.47,USD
495,CUST0408,2024-09-14,424.82,JPY
496,CUST0858,2025-10-03,453.67,AUD
497,CUST4374,2024-01-17,214.32,GBP
498,CUST0407,2024-05-07,211.04,AUD
499,CUST3842,2024-09-01,366.06,GBP
500,CUST0063,2025-05-19,300.72,USD
501,CUST2036,2025-04-18,337.17,JPY
502,CUST1493,2024-09-13,-57,USD
503,CUST0965,2024-01-05,265.99,JPY
504,CUST2992,2024-04-05,17.5,JPY
505,CUST0920,2024-10-21,105.59,AUD
506,CUST3356,2025-10-15,261.91,USD
507,CUST1275,2025-10-03,383.32,JPY
508,CUST2463,2025-04-30,434.23,EUR
509,CUST1047,2025-11-26,79.64,AUD
510,CUST1335,2024-12-05,59.51,AUD
511,CUST1420,2025-10-31,390.25,AUD
512,CUST4463,2024-01-12,483.45,EUR
513,CUST4182,2025-01-05,129.88,EUR
514,CUST2250,2024-12-17,59.49,AUD
515,CUST3702,2024-07-23,287.44,EUR
516,CUST4610,2024-04-17,402.49,USD
517,CUST0284,2024-11-03,287.84,AUD
518,CUST2096,2025-11-16,443.22,GBP
519,CUST1624,2024-03-17,193.94,JPY
520,CUST1841,2025-08-06,113.11,GBP
521,CUST1548,2024-10-24,167.99,AUD
522,CUST0778,2025-06-14,97.8,AUD
523,CUST2927,2025-13-01,-29,JPY
524,CUST4069,2025-04-04,26.14,GBP
525,CUST0104,2024-01-30,430.88,AUD
526,CUST3005,2024-12-21,402.48,GBP
527,CUST2460,2025-09-18,332.84,AUD
528,CUST2236,2024-04-21,104.63,USD
529,CUST4034,2024-02-28,136.09,GBP
530,CUST1856,2025-12-10,86.05,GBP
531,CUST4918,2024-01-13,285.91,GBP
532,CUST4039,2025-06-17,95.08,USD
533,CUST3154,2024-05-28,369.87,JPY
534,CUST1196,2025-01-04,18.95,GBP
535,CUST2970,2024-07-23,482.36,EUR
536,CUST3689,2024-08-29,209.78,AUD
537,CUST0047,2025-11-27,340.42,GBP
538,CUST0040,2025-05-26,341.81,USD
539,CUST0200,2024-03-30,169.51,USD
540,CUST1111,2024-04-01,437.46,AUD
541,CUST1413,2025-04-18,88.88,USD
542,CUST3098,2025-01-03,470.07,GBP
543,CUST3411,2024-03-16,498.29,AUD
544,CUST2959,2024-05-14,10.26,GBP
545,CUST4431,2025-10-18,356.68,GBP
546,CUST3557,2024-12-12,152.27,AUD
547,CUST0166,2025-07-24,31.41,EUR
548,CUST4560,2025-13-01,426.96,JPY
549,CUST0515,2024-04-10,206.66,USD
550,CUST0724,2024-03-23,208.77,USD
551,CUST3192,2024-07-27,71.34,AUD
552,CUST0267,2024-10-20,320.19,EUR
553,CUST1143,2024-03-01,203.71,JPY
554,CUST0561,2025-09-18,195.18,JPY
555,CUST0405,2025-06-16,359.08,USD
556,CUST1453,2025-13-01,-3,USD
557,CUST0518,2025-03-26,148.56,USD
558,CUST4256,2025-08-06,62.19,AUD
559,CUST4815,2025-03-30,322.26,AUD
560,CUST2780,2024-11-11,86.59,AUD
561,CUST0465,2024-01-16,-27,AUD
562,CUST0812,2025-11-05,304.64,EUR
563,CUST1418,2025-09-06,292.99,USD
564,CUST1982,2025-02-23,105.55,AUD
565,CUST4492,2024-01-22,178.4,AUD
566,CUST1117,2025-09-17,399.78,AUD
567,CUST0236,2025-11-16,47.8,USD
568,CUST2458,2024-06-08,330.4,USD
569,CUST2533,2025-01-17,474.2,USD
570,CUST3832,2024-03-26,400.46,EUR
571,CUST4969,2025-03-10,118.0,GBP
572,CUST1394,2025-05-16,160.85,USD
573,CUST0852,2024-12-25,329.45,AUD
574,CUST2751,2025-06-15,432.82,AUD
575,CUST3479,2024-02-20,394.86,USD
576,CUST0676,2025-10-06,391.1,USD
577,CUST1543,2024-07-23,454.77,AUD
578,CUST4095,2024-10-24,442.1,EUR
579,CUST0414,2025-06-05,12.46,EUR
580,CUST3040,2024-06-28,371.75,GBP
581,CUST0635,2025-03-07,220.68,GBP
582,CUST1922,2025-04-26,305.92,USD
583,CUST0198,2025-02-06,393.02,JPY
584,CUST1833,2024-11-21,314.78,AUD
585,CUST2484,2024-02-02,148.08,AUD
586,CUST3796,2024-06-03,224.76,USD
587,CUST2241,2025-01-22,316.12,EUR
588,CUST3859,2025-04-17,444.62,GBP
589,CUST4771,2025-01-30,178.12,EUR
590,CUST1323,2024-06-11,25.19,JPY
591,CUST3925,2025-09-21,33.94,USD
592,CUST1165,2024-09-13,210.88,JPY
593,CUST1609,2025-03-24,429.45,EUR
594,CUST4670,2024-09-18,210.39,USD
595,CUST1826,2025-09-17,-95,GBP
596,CUST3594,2025-07-30,474.46,GBP
597,CUST0737,2025-01-28,410.34,EUR
598,CUST1123,2024-06-14,80.67,JPY
599,CUST2295,2025-03-29,180.58,EUR
600,CUST1692,2025-08-05,292.24,JPY
601,CUST1596,2024-10-24,56.42,GBP
602,CUST0068,2025-13-01,52.65,JPY
603,CUST0691,2024-10-27,321.07,EUR
604,CUST3689,2025-05-16,310.76,AUD
605,CUST4769,2025-07-18,335.61,EUR
606,CUST1323,2025-07-19,98.98,AUD
607,CUST0981,2024-11-17,150.29,AUD
608,CUST0920,2025-01-30,145.74,AUD
609,CUST2092,2024-07-17,122.82,JPY
610,CUST3550,2024-04-20,163.43,AUD
611,CUST2077,2024-05-09,101.03,JPY
612,CUST0731,2025-06-01,31.43,EUR
613,CUST2910,2024-07-12,428.72,AUD
